bldg_num,name,legal_name,abbr,campus,address,type,TRI_BLDG_T,TRI_TRITEN,TRI_YEAR_O,TRI_DATE_O,TRI_YEAR_L,mortenson_dates,ada,nrhp_status,gross_sqft,assignable_sqft,net_sqft,structural_sqft,usable_sqft,BLDG_DETAI,BLDG_PHOTO,women_restrooms,men_restrooms,undesignated_restrooms,classrooms,laboratories,offices_spaces,study_facilities,bins_bottles_and_cans,bins_compost,bins_paper,bins_trash_only
263,Main Energy Plant Meter Shed,Main Energy Plant Meter Shed,EPMS,Minneapolis Campus,"1200 Main Street SE, Minneapolis 55455",Other,Utility,Owned,1999,8/18/99,NA,NA,NA,NA,183.72,0,157.08,26.63,157.08,https://campusmaps.umn.edu/main-energy-plant-meter-shed,https://egis.umn.edu/building_photos/01-263.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
318,Metering Station,Metering Station,METSTA,St. Paul Campus,"1534 Cleveland Avenue, Saint Paul 55108",Other,Utility,Owned,1972,1/1/72,NA,NA,Not Accessible,NA,845.6,0,730.61,114.99,730.61,http://campusmaps.umn.edu/metering-station,https://egis.umn.edu/building_photos/02-318.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
340,Well and Pumphouse Experimental Plots,Experimental Plots Well and Pumphouse,WPHS,St. Paul Campus,"1804 Roselawn Avenue W, Saint Paul 55108",Other,Utility,Owned,1978,1/1/78,NA,NA,NA,NA,177.78,0,144,33.78,144,https://campusmaps.umn.edu/experimental-plots-well-and-pumphouse,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
377,Spherical Water Tank,Spherical Water Tank,WAT,St. Paul Campus,"2000 Upper Buford Circle, Saint Paul 55108",Other,Utility,Owned,1952,1/1/52,NA,NA,Not Accessible,NA,555.89,0,415.48,140.41,415.48,http://campusmaps.umn.edu/spherical-water-tank,https://egis.umn.edu/building_photos/02-377.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
378,Pump House No 3,Pump House No. 3,WELL,St. Paul Campus,"1897 Commonwealth Avenue, Saint Paul 55108",Other,Utility,Owned,1953,1/1/53,NA,NA,Not Accessible,NA,330.67,0,232,98.67,232,http://campusmaps.umn.edu/pump-house-no-3,https://egis.umn.edu/building_photos/02-378.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
380,St Paul Heating Plant,St. Paul Heating Plant,STPHP,St. Paul Campus,"1952 Commonwealth Avenue, Saint Paul 55108",Other,Utility,Owned,1954,1/1/58,NA,NA,Not Accessible,NA,50555.66,5200.43,42176.3,3178.93,47376.73,http://campusmaps.umn.edu/st-paul-heating-plant,http://egis.umn.edu/building_photos/site-building/02-380.jpg,0,0,3,0,0,2,0,NA,NA,NA,NA
440,St Paul Chiller Plant,St. Paul Chiller Plant,CHPLNT,St. Paul Campus,"1518 Cleveland Avenue N, Saint Paul 55108",Other,Utility,Owned,1938,1/1/38,NA,NA,Accessible,ELIGIBLE,16472.09,0,14291.55,2180.54,14291.55,http://campusmaps.umn.edu/st-paul-chiller-plant,http://egis.umn.edu/building_photos/ChPlnt/photo.jpg,0,0,1,0,0,0,0,NA,NA,NA,NA
445,Fitch Ave Utility Building,Fitch Avenue Utility Building,UTILBLDG,St. Paul Campus,"1895 Fitch Avenue, Saint Paul 55108",Other,Utility,Owned,2006,1/1/09,NA,NA,Accessible,NA,26109.33,0,24008.21,2101.12,24008.21,http://campusmaps.umn.edu/fitch-avenue-utility-building,https://egis.umn.edu/building_photos/02-445.jpg,0,0,1,0,0,0,0,NA,NA,NA,NA
164,Fairview Patient & Visitor Ramp,M Health Fairview Patient and Visitor Parking Ramp,FPVR,Minneapolis Campus,"601 Delaware Street SE, Minneapolis 55454",Parking Structure,NA,Other,NA,6/23/20,NA,NA,Accessible,NA,0,0,0,0,0,https://campusmaps.umn.edu/m-health-fairview-patient-and-visitor-parking-ramp,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2022-06/m_health_fairview_patient_and_visitor_parking_ramp.jpg?itok=LjPhbZyH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
011G,Armory Garage,Armory Garage,ARMG,Minneapolis Campus,"1800 University Avenue SE, Minneapolis 55455",Parking Structure,Parking,Owned,1896,NA,NA,NA,Partially Accessible,NA,6227.09,5566.28,79.91,580.9,5646.19,https://pts.umn.edu/park-and-drive/general-information/facilities/armory-garage,https://egis.umn.edu/building_photos/01-011G.jpg,NA,NA,NA,0,0,3,0,NA,NA,NA,NA
057G,Nolte Garage,Nolte Center Garage,NCG,Minneapolis Campus,"14 Church Street SE, Minneapolis 55455",Parking Structure,Parking,Owned,2011,6/25/11,NA,NA,NA,NA,50993.12,46762.24,2389.97,1840.91,49152.22,https://pts.umn.edu/park-and-drive/general-information/facilities/nolte-center-garage,http://egis.umn.edu/building_photos/NCCE/photo.jpg,0,1,0,0,0,0,0,NA,NA,NA,NA
053G,Northrop Garage,Northrop Memorial Auditorium Garage,NMAG,Minneapolis Campus,"89 Pleasant Street SE, Minneapolis 55455",Parking Structure,Parking,Owned,2011,6/25/11,NA,NA,NA,NA,35340.14,26649.78,6374.03,2316.33,33023.81,https://pts.umn.edu/park-and-drive/general-information/facilities/northrop-auditorium-garage,https://egis.umn.edu/building_photos/01-053G.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
126G,Keeler Garage,Keeler Apartments Garage,KAPTSG,Minneapolis Campus,"317 17th Avenue SE, Minneapolis 55455",Parking Structure,Parking,Owned,1900,1/3/00,NA,NA,NA,NA,16089.11,14512.78,539.42,1036.91,15052.2,https://campusmaps.umn.edu/keeler-apartments-garage,https://egis.umn.edu/building_photos/01-126G.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
141,Oak St Ramp,Oak Street Ramp,OSR,Minneapolis Campus,"401 Oak Street SE, Minneapolis 55455",Parking Structure,Parking,Owned,1973,1/1/73,NA,NA,Accessible,NA,801915.85,694987.3,84721.78,22206.77,779709.08,https://pts.umn.edu/park-and-drive/general-information/facilities/oak-street-ramp,http://egis.umn.edu/building_photos/site-building/01-141.jpg,0,0,3,0,0,0,0,12,0,12,12
170,4th St Ramp,4th Street Ramp,FSR,Minneapolis Campus,"1625 4th Street SE, Minneapolis 55455",Parking Structure,Parking,Owned,1990,1/1/90,NA,NA,Accessible,NA,423028.86,397894.29,14705.21,10429.36,412599.51,https://pts.umn.edu/park-and-drive/general-information/facilities/fourth-street-ramp,http://egis.umn.edu/building_photos/site-building/01-170.jpg,1,1,0,0,0,3,0,11,0,8,15
172G,Weisman Garage,Weisman Art Museum Garage,WAMG,Minneapolis Campus,"333 E River Road, Minneapolis 55455",Parking Structure,Parking,Owned,1992,1/1/92,NA,NA,NA,NA,47773.91,41695.85,3233.55,2844.52,44929.4,https://pts.umn.edu/park-and-drive/general-information/facilities/art-museum-garage,http://egis.umn.edu/building_photos/walterlibrary.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
158,Washington Ave Ramp,Washington Avenue Ramp,WAR,Minneapolis Campus,"501 Washington Avenue SE, Minneapolis 55455",Parking Structure,Parking,Owned,1984,1/1/84,NA,NA,Accessible,NA,451328.75,421213.83,18992.27,11122.66,440206.09,https://pts.umn.edu/park-and-drive/general-information/facilities/washington-avenue-ramp,http://egis.umn.edu/building_photos/site-building/01-158.jpg,0,0,1,0,0,12,0,9,0,9,9
163,Church St Garage,Church Street Garage,CSG,Minneapolis Campus,"80 Church Street SE, Minneapolis 55455",Parking Structure,Parking,Owned,1985,1/1/85,NA,NA,Accessible,NA,85926.64,77983.82,3575.72,4367.11,81559.54,https://pts.umn.edu/park-and-drive/general-information/facilities/church-street-garage,http://egis.umn.edu/building_photos/site-building/01-163.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
192G,University Office Plaza Garage,University Office Plaza Garage,UOPG,Minneapolis Campus,"2221 University Ave SE, Minneapolis 55414",Parking Structure,Parking,Owned,2014,6/28/14,NA,NA,NA,NA,24931.69,22920.2,921.25,1090.25,23841.45,https://pts.umn.edu/park-and-drive/general-information/facilities/university-office-plaza-garage,https://egis.umn.edu/building_photos/01-192G.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
193G,717 Delaware St SE Garage,717 Delaware St SE Garage,717DELG,Minneapolis Campus,"344 Oak Street SE, Minneapolis 55414",Parking Structure,Parking,Owned,2011,6/25/11,NA,NA,Accessible,NA,32487.46,29181.05,2142.84,1163.58,31323.88,https://pts.umn.edu/park-and-drive/general-information/facilities/717-delaware-garage,https://egis.umn.edu/building_photos/01-193G.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
183,East River Rd Garage,East River Road Garage,ERRG,Minneapolis Campus,"391 E River Parkway, Minneapolis 55455",Parking Structure,Parking,Owned,2002,1/1/02,NA,NA,Accessible,NA,684819.16,637160.16,30968.47,16690.53,668128.63,https://pts.umn.edu/park-and-drive/general-information/facilities/east-river-road-garage,http://egis.umn.edu/building_photos/site-building/01-183.jpg,NA,NA,NA,0,0,0,0,11,0,11,11
188,University Ave Ramp,University Avenue Ramp,UAR,Minneapolis Campus,"1926 University Avenue SE, Minneapolis 55455",Parking Structure,Parking,Owned,1998,1/1/00,NA,NA,Accessible,NA,217274.05,203911.73,6881.33,6480.99,210793.05,https://pts.umn.edu/park-and-drive/general-information/facilities/university-avenue-ramp,http://egis.umn.edu/building_photos/site-building/01-188.jpg,0,0,1,0,0,0,0,11,0,11,12
214,21st Ave Ramp,21st Avenue Ramp,TAR,Minneapolis Campus,"400 21st Avenue S, Minneapolis 55455",Parking Structure,Parking,Owned,1984,1/1/84,NA,NA,Accessible,NA,218750.41,208908.42,4269.33,5572.65,213177.76,https://pts.umn.edu/park-and-drive/general-information/facilities/21st-avenue-ramp,http://egis.umn.edu/building_photos/site-building/01-214.jpg,NA,NA,NA,0,0,0,0,6,0,6,6
219,West Bank Office Building Ramp,West Bank Office Building Ramp,WBOBR,Minneapolis Campus,"1300 2nd Street S, Minneapolis 55455",Parking Structure,Parking,Owned,1987,1/1/87,NA,NA,Accessible,NA,233545.67,229013.98,1316.15,3215.54,230330.13,https://pts.umn.edu/park-and-drive/general-information/facilities/west-bank-office-building-ramp,http://egis.umn.edu/building_photos/site-building/01-219.jpg,NA,NA,NA,0,0,0,0,2,0,1,2
217,19th Ave Ramp,19th Avenue Ramp,NAR,Minneapolis Campus,"300 19th Avenue S, Minneapolis 55455",Parking Structure,Parking,Owned,1994,1/1/94,NA,NA,Accessible,NA,172723.45,161278.12,5653.5,5791.84,166931.62,https://pts.umn.edu/park-and-drive/general-information/facilities/19th-avenue-ramp,http://egis.umn.edu/building_photos/site-building/01-217.jpg,0,0,1,0,0,1,0,5,0,5,5
222,Prospect Park Ramp,Prospect Park Ramp,PPR,Minneapolis Campus,"2829 University Avenue SE, Minneapolis 55455",Parking Structure,Parking,Owned,1972,11/4/20,NA,NA,NA,NA,112622.21,106991.5,1553,4077.71,108544.5,https://pts.umn.edu/park-and-drive/general-information/facilities/prospect-park-ramp,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
483,Gortner Ave Ramp,Gortner Avenue Ramp,GAR,St. Paul Campus,"1395 Gortner Avenue, Saint Paul 55108",Parking Structure,Parking,Owned,2000,1/1/00,NA,NA,Accessible,NA,271703.51,258704.3,7511.28,5487.94,266215.58,https://pts.umn.edu/park-and-drive/general-information/facilities/gortner-avenue-ramp,http://egis.umn.edu/building_photos/site-building/02-483.jpg,0,0,1,0,0,1,0,7,0,7,7
2,Parkway South Ramp,Parkway South Ramp,PSR,Masonic Inst for the Developing Brain,"2025 E River Parkway, Minneapolis 55414",Parking Structure,Parking,Owned,NA,6/23/20,NA,NA,NA,NA,112292.01,108633.58,684.34,2974.09,109317.91,https://pts.umn.edu/park-and-drive/general-information/facilities/parkway-south-ramp,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
61,10 Church Street,10 Church Street Building,10CHURCH,Minneapolis Campus,"10 Church Street SE, Minneapolis 55455",Performance / Exhibition / Conference,Performance / Exhibition / Conf,Owned,1939,1/1/39,NA,NA,Accessible,ELIGIBLE,86045.24,46782.8,22927.2,16335.25,69710,https://campusmaps.umn.edu/10-church-street-building,http://egis.umn.edu/building_photos/site-building/01-061.jpg,3,4,1,7,2,33,4,7,12,7,7
53,Northrop Auditorium,Northrop Memorial Auditorium,NMA,Minneapolis Campus,"84 Church Street SE, Minneapolis 55455",Performance / Exhibition / Conference,Performance / Exhibition / Conf,Owned,1928,1/1/28,2014,NA,Accessible,LISTED,389547.79,72126.92,108536.47,208884.39,180663.39,http://campusmaps.umn.edu/northrop-memorial-auditorium,http://egis.umn.edu/building_photos/site-building/01-053.jpg,9,9,9,0,2,103,0,38,50,19,61
172,Weisman,The Frederick R Weisman Art Museum,WEISMANAR,Minneapolis Campus,"333 E River Parkway, Minneapolis 55455",Performance / Exhibition / Conference,Performance / Exhibition / Conf,Owned,1992,1/1/92,2011,NA,Accessible,NA,79539.96,35415.11,12055.46,32069.4,47470.57,http://campusmaps.umn.edu/frederick-r-weisman-art-museum,http://egis.umn.edu/building_photos/site-building/01-172.jpg,1,1,3,0,0,19,0,3,0,3,3
273,Ted Mann Concert Hall,Ted Mann Concert Hall,MANNCONC,Minneapolis Campus,"2128 4th Street S, Minneapolis 55455",Performance / Exhibition / Conference,Performance / Exhibition / Conf,Owned,1991,1/1/91,NA,NA,Accessible,NA,106494.3,32383.79,33551.91,40558.59,65935.71,http://campusmaps.umn.edu/ted-mann-concert-hall,http://egis.umn.edu/building_photos/site-building/01-273.jpg,2,2,0,0,5,6,0,16,14,4,16
420,Continuing Education and Conf Center,University of Minnesota Continuing Education and Conference Center,CECC,St. Paul Campus,"1890 Buford Avenue, Saint Paul 55108",Performance / Exhibition / Conference,Performance / Exhibition / Conf,Owned,1976,1/1/76,NA,NA,Accessible,NA,72140.11,29638.16,37481.79,5020.17,67119.95,http://campusmaps.umn.edu/university-minnesota-continuing-education-and-conference-center,http://egis.umn.edu/building_photos/site-building/02-420.jpg,3,3,1,0,0,9,0,12,11,12,12
489,Bell Museum,Bell Museum,BELLMUSE,St. Paul Campus,"2088 Larpenteur Avenue W, Saint Paul 55108",Performance / Exhibition / Conference,Performance / Exhibition / Conf,Owned,2018,1/1/18,NA,NA,Accessible,NA,105582.13,53573.11,31214.18,20794.84,84787.29,https://campusmaps.umn.edu/bell-museum,http://egis.umn.edu/building_photos/BellMus/photo.jpg,2,2,3,0,0,13,0,9,23,7,12
482,Crossroads Building,Crossroads Building,CROSSBLDG,St. Paul Campus,"1670 Dan Patch Avenue, Saint Paul 55108",Performance / Exhibition / Conference,Performance / Exhibition / Conf,Leased,1999,1/1/99,NA,NA,NA,NA,5575.5,5143.15,47.81,384.54,5190.96,http://campusmaps.umn.edu/crossroads-building,NA,0,0,1,0,0,0,0,NA,NA,NA,NA
4,Gazebo,MIDB Gazebo,MIDBG,Masonic Inst for the Developing Brain,"2025 E River Parkway, Minneapolis 55414",Performance / Exhibition / Conference,Performance / Exhibition / Conf,Design-Construction,NA,6/23/20,NA,NA,NA,NA,0,0,0,0,0,https://campusmaps.umn.edu/midb-gazebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Wilkins Hall,Roy Wilkins Hall,WILKINSH,Minneapolis Campus,"1212 University Avenue SE, Minneapolis 55455",Residential,Residential,Owned,1996,1/1/96,NA,NA,Accessible,NA,74584.22,48668.43,14661.47,11254.33,63329.9,http://campusmaps.umn.edu/roy-wilkins-hall,http://egis.umn.edu/building_photos/site-building/01-030.jpg,1,1,0,0,0,3,0,18,5,9,31
28,Sanford Hall,Sanford Hall,SANH,Minneapolis Campus,"1122 University Avenue SE, Minneapolis 55455",Residential,Residential,Owned,1909,1/1/09,2002,NA,Accessible,LISTED,157069.66,89446.03,44847.5,22776.14,134293.53,http://campusmaps.umn.edu/sanford-hall,http://egis.umn.edu/building_photos/site-building/01-028.jpg,2,2,3,0,0,5,0,40,18,41,49
63,Comstock Hall,Comstock Hall,COMH,Minneapolis Campus,"210 Delaware Street SE, Minneapolis 55455",Residential,Residential,Owned,1938,1/1/38,NA,NA,Accessible,NA,184864.31,99410.36,48132.83,37321.12,147543.19,http://campusmaps.umn.edu/comstock-hall,http://egis.umn.edu/building_photos/site-building/01-063.jpg,1,1,5,0,0,38,0,38,8,40,74
52,Pioneer Hall,Pioneer Hall,PIOH,Minneapolis Campus,"615 Fulton Street SE, Minneapolis 55455",Residential,Residential,Owned,1928,1/1/25,2019,NA,Accessible,NA,316335.63,156624.95,66633.46,93077.22,223258.41,http://campusmaps.umn.edu/pioneer-hall,http://egis.umn.edu/building_photos/site-building/01-052.jpg,1,1,2,0,0,12,30,30,7,27,70
105,Territorial Hall,Territorial Hall,TERRH,Minneapolis Campus,"417 Walnut Street SE, Minneapolis 55455",Residential,Residential,Owned,1957,1/1/57,1999,NA,Accessible,NA,138705.24,90467.8,31137.31,17100.12,121605.11,http://campusmaps.umn.edu/territorial-hall,http://egis.umn.edu/building_photos/site-building/01-105.jpg,0,0,1,0,0,6,0,38,3,36,87
110,Frontier Hall,Frontier Hall,FRONH,Minneapolis Campus,"701 Fulton Street SE, Minneapolis 55455",Residential,Residential,Owned,1958,1/1/58,2001,NA,Accessible,NA,153854.83,97147.34,37047.89,19659.6,134195.23,http://campusmaps.umn.edu/frontier-hall,http://egis.umn.edu/building_photos/site-building/01-110.jpg,0,0,2,0,2,7,0,23,2,16,40
68,Centennial Hall,Centennial Hall,CENH,Minneapolis Campus,"614 Delaware Street SE, Minneapolis 55455",Residential,Residential,Owned,1949,1/1/49,NA,NA,Accessible,NA,233481.19,134433.27,64790.02,34257.91,199223.28,http://campusmaps.umn.edu/centennial-hall,http://egis.umn.edu/building_photos/site-building/01-068.jpg,1,1,3,0,0,8,1,54,4,50,122
126,Keeler Apartments,Keeler Apartments,KAPTS,Minneapolis Campus,"317 17th Avenue SE, Minneapolis 55455",Residential,Residential,Owned,NA,1/1/03,NA,NA,Accessible,NA,82854.03,60108.74,12881.39,9863.9,72990.13,http://campusmaps.umn.edu/keeler-apartments-and-university-international-center,http://egis.umn.edu/building_photos/site-building/01-963.jpg,1,1,5,0,0,69,1,9,20,14,15
129,17th Ave Residence Hall,17th Avenue Residence Hall,17RH,Minneapolis Campus,"326 17th Avenue SE, Minneapolis 55455",Residential,Residential,Owned,2012,1/1/13,NA,NA,Accessible,NA,230763.38,131063.82,70055.17,29644.39,201118.99,http://campusmaps.umn.edu/17th-avenue-residence-hall,http://egis.umn.edu/building_photos/site-building/01-129.jpg,2,2,8,0,0,15,0,67,21,76,129
189,Yudof Hall,Mark G Yudof Hall,MGYH,Minneapolis Campus,"220 Delaware Street SE, Minneapolis 55455",Residential,Residential,Owned,2002,1/1/02,NA,NA,Accessible,NA,186135.44,108478.2,46460.25,31196.98,154938.46,http://campusmaps.umn.edu/mark-g-yudof-hall,http://egis.umn.edu/building_photos/site-building/01-189.jpg,0,0,6,0,0,4,0,28,9,24,52
213,West Bank Student Housing,West Bank Student Housing,WBSTUH,Minneapolis Campus,"520-28 22 Avenue S, Minneapolis 55455",Residential,Residential,Owned,1983,1/1/83,NA,NA,Not Accessible,NA,7259.17,6337.33,0,921.83,6337.33,http://campusmaps.umn.edu/west-bank-student-housing,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2021-11/West%20Bank%20Student%20Housing_1.JPG?itok=48Zx6v3F,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
208,Middlebrook Hall,Middlebrook Hall,MDBH,Minneapolis Campus,"412 22nd Avenue S, Minneapolis 55455",Residential,Residential,Owned,1967,1/1/67,2001,NA,Accessible,NA,262158.48,138467.72,85544.42,38146.34,224012.14,http://campusmaps.umn.edu/middlebrook-hall,http://egis.umn.edu/building_photos/site-building/01-208.jpg,1,1,3,0,0,14,0,72,30,67,106
226,415 Erie St SE Apartments,415 Erie St SE Apartments,415ERIE,Minneapolis Campus,"415 Erie Street SE, Minneapolis 55455",Residential,Residential,Owned,2020,3/31/20,NA,NA,NA,NA,12956.32,9258.29,1779.71,1918.31,11038,https://campusmaps.umn.edu/415-erie-st-se-apartments,https://egis.umn.edu/building_photos/01-226.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
227,419 Erie St SE Apartments,419 Erie St SE Apartments,419ERIE,Minneapolis Campus,"419 Erie Street SE, Minneapolis 55455",Residential,Residential,Owned,2020,3/31/20,NA,NA,NA,NA,12956.32,9258.29,1779.71,1918.31,11038,https://campusmaps.umn.edu/419-erie-st-se-apartments,https://egis.umn.edu/building_photos/01-227.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
228,425 Erie St SE Apartments,425 Erie St SE Apartments,425ERIE,Minneapolis Campus,"425 Erie Street SE, Minneapolis 55455",Residential,Residential,Owned,2020,3/31/20,NA,NA,NA,NA,12956.32,9258.29,1779.71,1918.31,11038,https://campusmaps.umn.edu/425-erie-st-se-apartments,https://egis.umn.edu/building_photos/01-228.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
223,414 Erie St SE Apartments,414 Erie St SE Apartments,414ERIE,Minneapolis Campus,"414 Erie Street SE, Minneapolis 55414",Residential,Residential,Owned,2020,3/31/20,NA,NA,NA,NA,15312.9,11505.92,1530.68,2276.31,13036.59,https://campusmaps.umn.edu/414-erie-st-se-apartments,https://egis.umn.edu/building_photos/01-223.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
224,1015 Essex St SE Apartments,1015 Essex St SE Apartments,1015ESSEX,Minneapolis Campus,"1015 Essex Street SE, Minneapolis 55414",Residential,Residential,Owned,NA,4/16/20,NA,NA,NA,NA,34988.31,25369.54,4615.66,5003.12,29985.19,https://campusmaps.umn.edu/1015-essex-st-se-apartments,https://egis.umn.edu/building_photos/01-224.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
983,Radius @15th,Radius @15th,RADIUS,Minneapolis Campus,"701 15th Avenue SE, Minneapolis 55414",Residential,Residential,Leased,NA,6/23/20,NA,NA,Accessible,NA,334973.34,251749.79,37827.32,45396.23,289577.12,https://campusmaps.umn.edu/radius-15th,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2022-02/RadiusExterior-HallExterior.jpg?itok=IoPUzMRW,1,1,0,0,0,8,6,NA,NA,NA,NA
986,U Village Apartments,University Village Apartments,UVILLAPTS,Minneapolis Campus,"2601 University Avenue SE, Minneapolis 55414",Residential,Residential,Leased,NA,6/23/20,NA,NA,NA,NA,0,0,0,0,0,https://campusmaps.umn.edu/university-village-apartments,https://egis.umn.edu/building_photos/01-986.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,Bailey Hall,Bailey Hall,BAH,St. Paul Campus,"1458 Cleveland Avenue N, Saint Paul 55108",Residential,Residential,Owned,1956,1/1/56,1979,NA,Accessible,NA,117054.24,75111.09,26918.7,15024.46,102029.78,http://campusmaps.umn.edu/bailey-hall,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2022-06/bailey_hall.jpg?itok=kyBb-xLd,0,0,5,0,0,7,0,17,20,17,55
5,Pillsbury Court Apts 1001-1011,Pillsbury Court Apts 1001-1011,PC005,Pillsbury Court,"10th Avenue Se & 5th Street Se, Minneapolis 55455",Residential,Residential,Owned,1964,1/1/64,NA,NA,Not Accessible,NA,8470,7486.81,0,983.19,7486.81,https://campusmaps.umn.edu/pillsbury-court-apts,http://egis.umn.edu/building_photos/PillsCt/photo.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
6,Pillsbury Court Apts 1013-1023,Pillsbury Court Apts 1013-1023,PC006,Pillsbury Court,"10th Avenue Se & 5th Street Se, Minneapolis 55455",Residential,Residential,Owned,1964,1/1/64,NA,NA,Not Accessible,NA,8470,7486.81,0,983.19,7486.81,https://campusmaps.umn.edu/pillsbury-court-apts,http://egis.umn.edu/building_photos/PillsCt/photo.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
7,Pillsbury Court Apts 1031-1041,Pillsbury Court Apts 1031-1041,PC007,Pillsbury Court,"10th Avenue Se & 5th Street Se, Minneapolis 55455",Residential,Residential,Owned,1964,1/1/64,NA,NA,Not Accessible,NA,8470,7486.81,0,983.19,7486.81,https://campusmaps.umn.edu/pillsbury-court-apts,http://egis.umn.edu/building_photos/PillsCt/photo.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
8,Pillsbury Court Apts 1043-1053,Pillsbury Court Apts 1043-1053,PC008,Pillsbury Court,"10th Avenue Se & 5th Street Se, Minneapolis 55455",Residential,Residential,Owned,1964,1/1/64,NA,NA,Not Accessible,NA,8470,7486.81,0,983.19,7486.81,https://campusmaps.umn.edu/pillsbury-court-apts,http://egis.umn.edu/building_photos/PillsCt/photo.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
7,Commonwealth Housing 1989-1991 Knapp,Commonwealth Terrace Student Housing - Unit 07,CTSH007,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
8,Commonwealth Housing 1983-1985 Knapp,Commonwealth Terrace Student Housing - Unit 08,CTSH008,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1954,1/1/54,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
9,Commonwealth Housing 1977-1979 Knapp,Commonwealth Terrace Student Housing - Unit 09,CTSH009,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1958,1/1/58,NA,NA,Partially Accessible,NA,4170.67,3273.35,476.87,420.44,3750.22,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
35,Commonwealth Housing 1246-1260 Gibbs Ave,Commonwealth Terrace Student Housing - Unit 35,CTSH035,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,6815.06,6039.49,253.76,521.81,6293.25,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
36,Commonwealth Housing 1266-1280 Gibbs Ave,Commonwealth Terrace Student Housing - Unit 36,CTSH036,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,6402,5935.49,0,466.51,5935.49,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
37,Commonwealth 1215-1225 Fifield St,Commonwealth Terrace Student Housing - Unit 37,CTSH037,Commonwealth,"1250 Fifield Street, Saint Paul 55108",Residential,Residential,Owned,1961,1/1/61,NA,NA,Partially Accessible,NA,5275.11,4563.61,284.67,426.83,4848.28,https://campusmaps.umn.edu/commonwealth-terrace-student-housing,http://egis.umn.edu/building_photos/site-building/02-384.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
