bldg_num,name,legal_name,abbr,campus,address,type,TRI_BLDG_T,TRI_TRITEN,TRI_YEAR_O,TRI_DATE_O,TRI_YEAR_L,mortenson_dates,ada,nrhp_status,gross_sqft,assignable_sqft,net_sqft,structural_sqft,usable_sqft,BLDG_DETAI,BLDG_PHOTO,women_restrooms,men_restrooms,undesignated_restrooms,classrooms,laboratories,offices_spaces,study_facilities,bins_bottles_and_cans,bins_compost,bins_paper,bins_trash_only
210,Sportsfield Service Building,Sportsfield Service Building,SPFLDSER,Minneapolis Campus,"133 19th Avenue S, Minneapolis 55455",Athletics / Recreation,Athletics / Recreation,Owned,1973,1/1/73,NA,NA,Partially Accessible,NA,814.72,489.79,160.12,164.81,649.91,http://campusmaps.umn.edu/sportsfield-service-building,https://egis.umn.edu/building_photos/01-210.jpg,1,1,0,0,0,0,0,NA,NA,NA,NA
268,Peik Gym,Peik Gymnasium,PEIKG,Minneapolis Campus,"157 Pillsbury Drive SE, Minneapolis 55455",Athletics / Recreation,Athletics / Recreation,Owned,1951,1/1/51,NA,NA,Partially Accessible,NA,20149.84,15336.04,3132.73,1681.07,18468.77,http://campusmaps.umn.edu/peik-gymnasium,http://egis.umn.edu/building_photos/site-building/01-268.jpg,1,1,0,2,0,9,0,1,0,1,0
342,St Paul Gymnasium,St. Paul Gymnasium,GYM,St. Paul Campus,"1536 Cleveland Avenue N, Saint Paul 55108",Athletics / Recreation,Athletics / Recreation,Owned,1915,1/1/15,NA,NA,Accessible,ELIGIBLE,78236.78,40937.23,9999.88,27299.67,50937.12,http://campusmaps.umn.edu/st-paul-gymnasium,http://egis.umn.edu/building_photos/site-building/02-342.jpg,1,1,0,0,0,5,0,7,5,5,15
360,Driving Range Building,Golf Course Driving Range Building,GCDR,St. Paul Campus,"2175 Larpenteur Avenue, Saint Paul 55108",Athletics / Recreation,Athletics / Recreation,Owned,1996,1/1/96,NA,NA,NA,NA,1108.83,790.53,181.04,137.26,971.58,http://campusmaps.umn.edu/golf-course-driving-range-building,https://egis.umn.edu/building_photos/02-360.jpg,1,1,0,0,0,1,0,0,0,0,1
367,Indoor Golf Facility,John W Mooty Indoor Golf Facility,JMGOLF,St. Paul Campus,"1741 Cleveland Avenue N, Saint Paul 55108",Athletics / Recreation,Athletics / Recreation,Owned,2018,1/1/18,NA,NA,NA,NA,6386.79,4582.58,1151.84,652.36,5734.43,https://campusmaps.umn.edu/john-w-mooty-indoor-golf-facility,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2022-06/john_w_mooty_indoor_golf_facility.jpg?itok=ztQn1FV4,2,1,0,0,0,0,0,NA,NA,NA,NA
354,Golf Club House,Golf Club House,GCH,St. Paul Campus,"2275 Larpenteur Avenue W, Saint Paul 55113",Athletics / Recreation,Athletics / Recreation,Owned,1931,1/1/31,NA,NA,Accessible,ELIGIBLE,8748.57,282.01,7511.81,954.75,7793.82,http://campusmaps.umn.edu/golf-club-house,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2022-06/golf_club_house_5.jpg?itok=CEKD9XDC,NA,NA,NA,0,0,0,0,1,1,1,1
359,"Well and Pump House, Golf Course",Golf Course Well and Pump House,GOLFWELL,St. Paul Campus,"1815 Cleveland Avenue N, Saint Paul 55108",Athletics / Recreation,Athletics / Recreation,Other,1935,1/1/35,NA,NA,NA,NA,0,0,0,0,0,https://campusmaps.umn.edu/golf-course-well-and-pump-house,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,Robbie Stadium Support Building,Robbie Stadium Support Building,RSSB,St. Paul Campus,"1751 Cleveland Avenue N, Saint Paul 55108",Athletics / Recreation,Athletics / Recreation,Owned,1979,1/1/79,NA,NA,Partially Accessible,NA,614.19,253.78,235.89,124.53,489.67,http://campusmaps.umn.edu/robbie-stadium-support-building,http://egis.umn.edu/building_photos/02-428.jpg,1,1,0,0,0,0,0,NA,NA,NA,NA
481,Robbie Stadium,Elizabeth Lyle Robbie Stadium,ROBBIESTA,St. Paul Campus,"1745 Cleveland Avenue N, Saint Paul 55108",Athletics / Recreation,Athletics / Recreation,Owned,1999,1/1/99,NA,NA,Accessible,NA,5650.76,3533.05,1460.64,657.07,4993.69,https://campusmaps.umn.edu/elizabeth-lyle-robbie-stadium,http://egis.umn.edu/building_photos/RobbieSta/photo.jpg,1,1,0,0,0,0,0,NA,NA,NA,NA
42,Walter Library,Walter Library,WALIB,Minneapolis Campus,"117 Pleasant Street SE, Minneapolis 55455",Library,Library,Owned,1922,1/1/22,2001,NA,Accessible,LISTED,268186.01,126520.36,79216.58,62449.07,205736.94,http://campusmaps.umn.edu/walter-library,http://egis.umn.edu/building_photos/site-building/01-042.jpg,7,7,2,0,14,270,39,45,46,50,58
220,Andersen Library,Elmer L. Andersen Library,ANDERLIB,Minneapolis Campus,"222 21st Avenue S, Minneapolis 55455",Library,Library,Owned,1999,1/1/00,NA,NA,Accessible,NA,229810.72,116016.26,93575.03,20219.43,209591.29,http://campusmaps.umn.edu/elmer-l-andersen-library,http://egis.umn.edu/building_photos/site-building/01-220.jpg,5,5,1,0,10,130,34,19,21,23,20
204,Wilson Library,O. Meredith Wilson Library,OMWL,Minneapolis Campus,"309 19th Avenue S, Minneapolis 55455",Library,Library,Owned,1965,1/1/65,NA,NA,Accessible,NA,381220.11,249607.45,98567.01,33045.65,348174.47,http://campusmaps.umn.edu/o-meredith-wilson-library,http://egis.umn.edu/building_photos/site-building/01-204.jpg,6,6,1,0,1,311,270,46,46,53,47
373,Magrath Library,C. Peter Magrath Library,MAGRATHLI,St. Paul Campus,"1984 Buford Avenue, Saint Paul 55108",Library,Library,Owned,1951,1/1/51,NA,NA,Accessible,NA,95140.51,55050.85,21309.85,18779.82,76360.69,http://campusmaps.umn.edu/c-peter-magrath-library,http://egis.umn.edu/building_photos/site-building/02-373.jpg,3,3,1,4,2,33,52,18,25,17,20
115,Children's Rehabilitation Center,Children's Rehabilitation Center,CHRC,Minneapolis Campus,"426 Church Street SE, Minneapolis 55455",Medical,Health / Chem / Bio Science Lab,Owned,1962,1/1/64,NA,NA,Accessible,NA,70850.61,40906.05,20736.74,9207.83,61642.79,http://campusmaps.umn.edu/childrens-rehabilitation-center,http://egis.umn.edu/building_photos/site-building/01-115.jpg,7,7,5,5,26,219,7,17,18,17,18
993,Fairview U Med Ctr-Orthopedic,Fairview University Medical Center - Orthopedic,FAIR-UNIV,Minneapolis Campus,"2512 7th Street, Minneapolis 55454",Medical,Health / Chem / Bio Science Lab,Leased,NA,6/23/20,NA,NA,Accessible,NA,26769.96,17723.11,5337.1,3709.75,23060.21,http://campusmaps.umn.edu/fairview-university-medical-center-orthopedic,https://egis.umn.edu/building_photos/01-993.jpg,3,1,0,0,8,98,0,NA,NA,NA,NA
70,Boynton Health Service,Boynton Health Service,BOYNHS,Minneapolis Campus,"410 Church Street SE, Minneapolis 55455",Medical,Medical,Owned,1949,1/1/49,NA,NA,Accessible,NA,157286.84,87387.64,38347.49,31551.71,125735.13,http://campusmaps.umn.edu/boynton-health-service,http://egis.umn.edu/building_photos/site-building/01-070.jpg,6,5,14,0,11,266,0,32,16,35,53
74,Mayo Building,Mayo Building & Additions,MAYO,Minneapolis Campus,"420 Delaware Street SE, Minneapolis 55455",Medical,Medical,Owned,1951,1/1/10,1910,2011,Accessible,ELIGIBLE,906809.9,433185.76,297005.85,176618.29,730191.61,http://campusmaps.umn.edu/mayo-building-additions,http://egis.umn.edu/building_photos/site-building/01-074.jpg,39,32,24,24,127,1724,17,116,145,126,169
144,Phillips-Wangensteen Building,Phillips-Wangensteen Building,PWB,Minneapolis Campus,"516 Delaware Street SE, Minneapolis 55455",Medical,Medical,Owned,1974,1/1/74,NA,NA,Accessible,NA,580140.97,271140.71,231423.48,77576.78,502564.19,http://campusmaps.umn.edu/phillips-wangensteen-building,http://egis.umn.edu/building_photos/site-building/01-144.jpg,21,18,10,25,157,915,29,75,116,79,98
124,Clinics and Surgery Center,UM Health Clinics and Surgery Center,CSC,Minneapolis Campus,"909 Fulton Street SE, Minneapolis 55455",Medical,Medical,Owned,2016,1/1/16,NA,NA,Accessible,NA,354696.92,198557.44,109909.03,46230.45,308466.46,https://campusmaps.umn.edu/university-minnesota-health-clinics-and-surgery-center,http://egis.umn.edu/building_photos/site-building/01-124.jpg,5,5,1,0,0,72,0,NA,NA,NA,NA
171,CUHCC,Community University Health Care Center,CUHCC,Minneapolis Campus,"2001 Bloomington Avenue S, Minneapolis 55404",Medical,Medical,Owned,1990,1/1/94,NA,NA,Accessible,NA,17855.03,12135.04,3803.71,1916.27,15938.76,http://campusmaps.umn.edu/community-university-health-care-center,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2022-05/01-171.jpg?itok=GbscIVFp,1,1,7,0,0,47,0,NA,NA,NA,NA
946,Riverside Professional Building,Riverside Professional Building,RPB,Minneapolis Campus,"606 24th Avenue, Minneapolis 55454",Medical,Medical,Leased,NA,6/23/20,NA,NA,Accessible,NA,8128.62,7290.84,51.92,785.87,7342.75,http://campusmaps.umn.edu/riverside-professional-building,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2021-11/Riverside%20Professional%20Building.JPG?itok=hsqO_Xup,NA,NA,NA,0,0,40,0,NA,NA,NA,NA
947,Riverside Park Plaza Building,Riverside Park Plaza Building,RPPB,Minneapolis Campus,"701 25th Avenue S, Minneapolis 55454",Medical,Medical,Leased,NA,6/23/20,NA,NA,Accessible,NA,965.22,960.04,0,5.18,960.04,https://campusmaps.umn.edu/riverside-park-plaza-building,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2021-11/Riverside%20Park%20Plaza%20Bldg.JPG?itok=JTRzeCvU,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
952,Minnesota Tech Center,Minnesota Tech Center,MNTC,Minneapolis Campus,"1100 Washington Avenue S, Minneapolis 55415",Medical,Medical,Leased,1991,1/1/91,NA,NA,Accessible,NA,21212.81,17586.91,788.35,2837.54,18375.26,https://campusmaps.umn.edu/minnesota-tech-center,https://egis.umn.edu/building_photos/01-952.jpg,1,1,0,0,1,57,0,NA,NA,NA,NA
950,Fairview Riverside West,Fairview U Med Center - Riverside West,FUMCRW,Minneapolis Campus,"2450 Riverside Avenue S, Minneapolis 55454",Medical,Office,Leased,NA,6/23/20,NA,NA,Accessible,NA,32277.36,17591.75,8005.11,6680.49,25596.86,http://campusmaps.umn.edu/fairview-u-med-center-riverside-west,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2021-12/Farview%20U%20Med%20Ctr%20-%20West2.jpg?itok=y32UP0B8,1,1,0,0,34,88,2,NA,NA,NA,NA
951,Fairview U Med Ctr East,Fairview U Med Center - East,FUMCE,Minneapolis Campus,"2414 S 7th Street, Minneapolis 55454",Medical,Office,Leased,NA,6/23/20,NA,NA,Accessible,NA,1179.09,959.79,0,219.3,959.79,http://campusmaps.umn.edu/fairview-u-med-center-east,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2021-12/Farview%20U%20Med%20Ctr%20-%20East.JPG?itok=Rsa9qQeu,NA,NA,NA,0,0,8,0,NA,NA,NA,NA
1,Masonic Inst for the Developing Brain,Masonic Institute for the Developing Brain,MIDB,Masonic Inst for the Developing Brain,"2025 E River Parkway, Minneapolis 55414",Medical,Office,Owned,1988,6/23/20,NA,NA,Accessible,NA,118943.78,69064.02,35528.67,14351.09,104592.69,https://campusmaps.umn.edu/masonic-institute-developing-brain,https://egis.umn.edu/building_photos/36-001.jpg,3,3,18,0,75,328,0,22,33,27,30
371,Vet Med South,Veterinary Medical Center South,VETMEDSOUTH,St. Paul Campus,"1352 Boyd Avenue, Saint Paul 55108",Medical,Veterinary,Owned,1948,1/1/48,NA,NA,Accessible,ELIGIBLE,115788.71,67708.62,35755.93,12324.16,103464.55,http://campusmaps.umn.edu/veterinary-medical-center-south,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2022-06/veterinary_medical_center_south.jpg?itok=5_evNfoQ,3,3,2,8,59,90,0,14,14,15,26
385,Vet Diagnostic Lab,Veterinary Diagnostic Laboratory,VETDL,St. Paul Campus,"1333 Gortner Avenue, Saint Paul 55108",Medical,Veterinary,Owned,1958,1/1/58,1992,NA,Accessible,NA,82030.15,41319.13,23441.64,17269.38,64760.77,https://campusmaps.umn.edu/veterinary-diagnostic-laboratory,http://egis.umn.edu/building_photos/site-building/02-385.jpg,4,3,3,0,11,50,0,11,14,14,12
434,Raptor Center,Gabbert Raptor Center,GRAPTCTR,St. Paul Campus,"1920 Fitch Avenue, Saint Paul 55108",Medical,Veterinary,Owned,1987,1/1/87,NA,NA,Accessible,NA,24453.75,14715.2,6832.3,2906.25,21547.5,http://campusmaps.umn.edu/gabbert-raptor-center,http://egis.umn.edu/building_photos/site-building/02-434.jpg,1,1,4,0,0,16,0,4,7,3,3
427,Vet Med North,Veterinary Medical Center North,VETMEDNORTH,St. Paul Campus,"1365 Gortner Avenue, Saint Paul 55108",Medical,Veterinary,Owned,1980,1/1/80,NA,NA,Accessible,NA,122759.05,64200.64,47288.8,11269.61,111489.44,http://campusmaps.umn.edu/veterinary-medical-center-north,http://egis.umn.edu/building_photos/site-building/02-427.jpg,5,5,2,0,4,88,0,25,18,28,30
486,Equine Center,Louise and Doug Leatherdale Equine Center,LEQCTR,St. Paul Campus,"1801 Dudley Avenue, Saint Paul 55108",Medical,Veterinary,Owned,2007,1/1/07,NA,NA,Accessible,NA,64809.99,55362.14,4951.6,4496.24,60313.75,http://campusmaps.umn.edu/louise-and-doug-leatherdale-equine-center,http://egis.umn.edu/building_photos/site-building/02-486.jpg,3,3,1,0,1,9,0,17,30,20,30
487,Dudley Barn,Dudley Barn,DBARN,St. Paul Campus,"1809 Dudley Avenue, Saint Paul 55108",Medical,Veterinary,Owned,2011,1/1/11,NA,NA,Accessible,NA,3779.06,3572.29,0,206.77,3572.29,http://campusmaps.umn.edu/dudley-barn,http://egis.umn.edu/building_photos/02-487.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
119,Steam Utilities Building,Steam Utilities Building,SUB,Minneapolis Campus,"3001 Fairmount Street SE, Minneapolis 55414",Other,Central Service,Owned,1964,1/1/64,NA,NA,Partially Accessible,NA,6816.67,3747.92,222.96,2845.79,3970.87,http://campusmaps.umn.edu/steam-utilities-building,https://egis.umn.edu/building_photos/01-119.jpg,0,0,1,0,0,4,0,1,3,1,1
92,Early Childhood Learning Center,Early Childhood Learning Center,ECLC,Minneapolis Campus,"326 16th Avenue SE, Minneapolis 55414",Other,Central Service,Owned,2021,9/1/21,NA,NA,Accessible,NA,12090.99,9458.79,1695.87,936.33,11154.66,https://campusmaps.umn.edu/early-childhood-learning-center,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2022-05/early_childhood_learning_center.jpg?itok=WA1GXEGs,NA,NA,NA,0,0,3,0,NA,NA,NA,NA
123,Washington Ave Pedestrian Bridge,Washington Avenue Pedestrian Bridge,PEDS,Minneapolis Campus,", Minneapolis 55455",Other,Central Service,Owned,1965,1/1/63,NA,NA,Accessible,ELIGIBLE,39464.24,0,38681.02,783.21,38681.02,http://campusmaps.umn.edu/washington-avenue-pedestrian-bridge,https://egis.umn.edu/building_photos/01-123.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
161,Telecommunications Building,Telecommunications Building,TELECOMB,Minneapolis Campus,"90 Church Street SE, Minneapolis 55455",Other,Central Service,Owned,1985,1/1/85,NA,NA,Accessible,NA,16805.07,7419.16,7640.59,1745.33,15059.74,NA,https://egis.umn.edu/building_photos/01-161.jpg,1,1,0,0,0,16,0,NA,NA,NA,NA
349,Turf Management Center,Golf Course Turf Management Center,GCTMC,St. Paul Campus,"2096 Roselawn Avenue W, Saint Paul 55113",Other,Central Service,Owned,1955,1/1/55,NA,NA,Accessible,NA,4407.08,3793.83,231.83,381.42,4025.67,http://campusmaps.umn.edu/golf-course-turf-management-center,NA,NA,NA,NA,0,0,2,0,2,3,2,2
353,KUOM Transmitter Building,KUOM Transmitter Building,KUOM,St. Paul Campus,"2088 Roselawn Avenue W, Saint Paul 55108",Other,Central Service,Owned,1930,1/1/30,NA,NA,Partially Accessible,NA,811.99,599.31,27.51,185.17,626.82,http://campusmaps.umn.edu/kuom-transmitter-building,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
379,FM Building,Facilities Management Building,FMB,St. Paul Campus,"1936 Commonwealth Avenue, Saint Paul 55108",Other,Central Service,Owned,1953,1/1/53,NA,NA,Partially Accessible,NA,42028.26,32586.45,6959.23,2482.58,39545.68,http://campusmaps.umn.edu/facilities-management-building,http://egis.umn.edu/building_photos/site-building/02-379.jpg,1,2,1,0,0,25,0,11,10,11,12
488,Driven To Discover,Driven to Discover,D2D,St. Paul Campus,"1367 Cosgrove Street, Saint Paul",Other,Mixed Use,Owned,NA,6/23/20,NA,NA,NA,NA,2628.8,2459.51,0,169.29,2459.51,https://campusmaps.umn.edu/driven-discover,NA,NA,NA,NA,0,2,1,0,NA,NA,NA,NA
158A,Washington Ave Parking Ramp Skyway,Washington Avenue Parking Ramp Skyway,SKYWAYW,Minneapolis Campus,"501 Washington Avenue SE, Minneapolis 55455",Other,NA,Other,2002,1/1/02,NA,NA,Accessible,NA,0,0,0,0,0,https://campusmaps.umn.edu/washington-avenue-parking-ramp-skyway,https://egis.umn.edu/building_photos/01-158A.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,Mpls Park Board Toilet Facility,Mpls Park Board Toilet Facility,PBTF,Minneapolis Campus,"420 E River Parkway, Minneapolis 55455",Other,NA,Other,2006,1/1/06,NA,NA,Accessible,NA,0,0,0,0,0,http://campusmaps.umn.edu/mpls-park-board-toilet-facility,https://egis.umn.edu/building_photos/01-195.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182A,McNamara/Graduate Hotel Tunnel Elev,McNamara/Graduate Hotel Tunnel Elevator,TUNNELM,Minneapolis Campus,"200 Oak Street SE, Minneapolis 55414",Other,NA,Owned,2001,1/1/01,NA,NA,Accessible,NA,0,0,0,0,0,https://campusmaps.umn.edu/mcnamaragraduate-hotel-tunnel-elevator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188A,Tunnel - Univ Av Ramp To Mcnamara,Tunnel - Univ Av Ramp To Mcnamara,TUNNELR,Minneapolis Campus,"1926 University Avenue SE, Minneapolis 55455",Other,NA,Other,2002,1/1/02,NA,NA,Accessible,NA,0,0,0,0,0,https://campusmaps.umn.edu/tunnel-univ-av-ramp-mcnamara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,2407 University Avenue SE,2407 University Avenue SE,2407UNIV,Minneapolis Campus,"2407 University Avenue SE, Minneapolis 55414",Other,NA,LLC Owned,2013,12/31/13,NA,NA,NA,NA,0,0,0,0,0,https://campusmaps.umn.edu/2407-university-avenue-se,https://egis.umn.edu/building_photos/01-229.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,2425 University Avenue SE,2425 University Avenue SE,2425UNIV,Minneapolis Campus,"2425 University Avenue SE, Minneapolis 55414",Other,NA,LLC Owned,2013,12/31/13,NA,NA,NA,NA,0,0,0,0,0,https://campusmaps.umn.edu/2425-university-avenue-se,https://egis.umn.edu/building_photos/01-230.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,325-329 14th Avenue SE,325-329 14th Avenue SE,325-14TH,Minneapolis Campus,"325 14th Avenue SE, Minneapolis 55414",Other,NA,LLC Owned,2023,3/10/23,NA,NA,NA,NA,0,0,0,0,0,https://campusmaps.umn.edu/325-329-14th-avenue-se,https://egis.umn.edu/building_photos/01-231.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Advanced Operations Center,Advanced Operations Center,AOC,Minneapolis Campus,"1987 5th Street SE, Minneapolis 55455",Other,NA,Design-Construction,NA,1/1/26,NA,NA,NA,NA,34662.93,23018.98,9352.36,2291.59,32371.34,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,NA
233,2407 USVEAS System Building,2407 University Soil Vapor Extraction and Air Sparging System Building,2407UNIV/SVEAS,Minneapolis Campus,"2407 University Avenue SE, Minneapolis 55414",Other,NA,LLC Owned,NA,12/31/13,NA,NA,NA,NA,0,0,0,0,0,https://campusmaps.umn.edu/2407-university-soil-vapor-extraction-and-air-sparging-system-building,https://egis.umn.edu/building_photos/01-233.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,Weed Research Lab (USDA),Weed Research Laboratory (USDA),WRL,St. Paul Campus,"1535 Lindig Street, Saint Paul 55108",Other,NA,Other,1964,1/1/64,NA,NA,Not Accessible,NA,0,0,0,0,0,http://campusmaps.umn.edu/weed-research-laboratory-usda,https://egis.umn.edu/building_photos/02-398.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,Cereal Disease Lab (USDA),Cereal Disease Laboratory (USDA),CDL,St. Paul Campus,"1551 Lindig Street, Saint Paul 55108",Other,NA,Other,1968,1/1/68,NA,NA,NA,NA,0,0,0,0,0,http://campusmaps.umn.edu/cereal-disease-laboratory-usda,http://egis.umn.edu/building_photos/site-building/02-399.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,North Central Forest Exp Sta Greenhouse (USDA),North Central Forest Experiment Station Greenhouse (USDA),NCFOR,St. Paul Campus,"1561 Lindig Avenue, Saint Paul 55108",Other,NA,Other,NA,6/23/20,NA,NA,NA,NA,0,0,0,0,0,http://campusmaps.umn.edu/north-central-forest-experiment-station-greenhouse-usda,https://egis.umn.edu/building_photos/02-479.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,3300 University Avenue SE,3300 University Avenue SE,3300UNIV,Minneapolis Campus,"3300 University Ave SE, Minneapolis 55414",Other,Social / Student Life,Leased,NA,6/23/20,NA,NA,NA,NA,0,0,0,0,0,https://campusmaps.umn.edu/3300-university-avenue-se,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,104 Union Street,104 Union Street,104UNST,Minneapolis Campus,"104 Union Street SE, Minneapolis 55455",Other,Storage / Warehouse,Owned,1966,1/1/66,NA,NA,Not Accessible,NA,476.89,390.5,0,86.39,390.5,http://campusmaps.umn.edu/104-union-street,https://campusmaps.umn.edu/sites/campusmaps.umn.edu/files/styles/folwell_full/public/2022-05/104_union_street.jpg?itok=bMVGs5TT,NA,NA,NA,0,1,1,0,NA,NA,NA,NA
270,Storage at Hydraulic Lab,Storage at Hydraulic Lab,STORHL,Minneapolis Campus,"23rd Avenue SE, Minneapolis 55455",Other,Storage / Warehouse,Owned,1945,1/1/45,NA,NA,Partially Accessible,NA,4000.14,3724.16,0,275.98,3724.16,https://campusmaps.umn.edu/storage-hydraulic-lab,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA
104,Murphy Warehouse,Murphy Warehouse,MUWC,Murphy Warehouse,"701 24th Avenue SE, Minneapolis 55414",Other,Storage / Warehouse,Owned,NA,6/23/20,NA,NA,Partially Accessible,NA,1141618.6,682599.23,10898.62,448120.75,693497.85,https://campusmaps.umn.edu/murphy-warehouse,https://egis.umn.edu/building_photos/35-104.jpg,1,1,0,0,0,62,0,NA,NA,NA,NA
3,Landcare Shed,MIDB Landcare Shed,MIDBLS,Masonic Inst for the Developing Brain,"2025 E River Parkway, Minneapolis 55414",Other,Storage / Warehouse,Owned,NA,6/23/20,NA,NA,NA,NA,1528.16,1528.16,0,0,1528.16,https://campusmaps.umn.edu/midb-landcare-shed,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
34,Main Energy Plant,Main Energy Plant,EP,Minneapolis Campus,"1180 Main Street SE, Minneapolis 55414",Other,Utility,Owned,1912,1/1/12,2014,NA,Not Accessible,NA,111557.4,23593.46,32353.41,55610.53,55946.88,http://campusmaps.umn.edu/main-energy-plant,http://egis.umn.edu/building_photos/site-building/01-034.jpg,NA,NA,NA,0,0,11,0,NA,NA,NA,NA
23,Fulton Switch Station,Fulton Switch Station,FULTSS,Minneapolis Campus,"620 Fulton Street SE, Minneapolis 55455",Other,Utility,Owned,1995,1/1/95,NA,NA,NA,NA,7063.94,0,6378.44,685.5,6378.44,http://campusmaps.umn.edu/fulton-switch-station,https://egis.umn.edu/building_photos/01-023.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
39,Coal Storage,Coal Storage Building,COALSTOR,Minneapolis Campus,"1200 Main Street SE, Minneapolis 55455",Other,Utility,Owned,2000,1/1/00,NA,NA,Accessible,NA,18592.06,0,17282.37,1309.69,17282.37,http://campusmaps.umn.edu/coal-storage-building,https://egis.umn.edu/building_photos/01-039.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
59,SE Steam Plant,Southeast Steam Plant,SESTEAM,Minneapolis Campus,"600 Main Street SE, Minneapolis 55455",Other,Utility,Owned,1902,1/1/02,1997,NA,Partially Accessible,LISTED,78480,5807.17,59687.11,12985.72,65494.28,http://campusmaps.umn.edu/southeast-steam-plant,https://egis.umn.edu/building_photos/01-059.jpg,0,0,4,0,0,6,0,NA,NA,NA,NA
034A,Coal Unloading Facility,Coal Unloading Facility,COALUFAC,Minneapolis Campus,"1185 Main Street SE, Minneapolis 55455",Other,Utility,Owned,1990,1/1/90,NA,NA,Accessible,NA,4209.22,0,4023,186.22,4023,http://campusmaps.umn.edu/coal-unloading-facility,https://egis.umn.edu/building_photos/01-034A.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
38,Auxiliary Support,Auxiliary Support Building,ASB,Minneapolis Campus,"1260 Main Street SE, Minneapolis 55455",Other,Utility,Owned,NA,6/23/20,NA,NA,NA,NA,564.72,0,432.88,131.84,432.88,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
85,Como Switch Station,Como Switch Station,COMOSS,Minneapolis Campus,"820 29th Avenue SE, Minneapolis 55414",Other,Utility,Owned,1967,1/1/67,NA,NA,NA,NA,0,0,0,0,0,NA,https://egis.umn.edu/building_photos/01-085.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,4th Street Switch Station,4th Street Switch Station,4THSS,Minneapolis Campus,"1521 4th Street SE, Minneapolis 55455",Other,Utility,Owned,2000,1/1/00,NA,NA,Partially Accessible,NA,19907.32,8227.99,9676.7,2002.63,17904.69,http://campusmaps.umn.edu/4th-street-switch-station,https://egis.umn.edu/building_photos/01-160.jpg,1,1,0,0,0,9,0,3,4,2,5
199,East Gateway District Steam Distr,East Gateway District Steam Distribution Building,EGDSB,Minneapolis Campus,"2030 University Avenue SE, Minneapolis 55455",Other,Utility,Owned,2008,1/1/08,NA,NA,Accessible,NA,1646.22,0,1268.81,377.41,1268.81,http://campusmaps.umn.edu/east-gateway-district-steam-distribution-building,https://egis.umn.edu/building_photos/01-199.jpg,0,0,1,0,0,0,0,NA,NA,NA,NA
264,Horizontal Groundwater Recovery Well,Horizontal Groundwater Recovery Well,HGRW,Minneapolis Campus,"201 21st Avenue S, Minneapolis 55455",Other,Utility,Owned,2005,1/1/05,NA,NA,Not Accessible,NA,620.26,0,364,256.26,364,http://campusmaps.umn.edu/horizontal-groundwater-recovery-well,https://egis.umn.edu/building_photos/01-264.jpg,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
