id,name,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,room_type,accommodates,beds,price,minimum_nights
27359204,Home in Minneapolis · ★4.87 · 1 bedroom · 1 bed · 1 private bath,NA,NA,FALSE,1,Private room,2,1,NA,2
19747120,Rental unit in Minneapolis · ★4.91 · 2 bedrooms · 2 beds · 1 bath,100,100,TRUE,1,Entire home/apt,6,2,125,2
16084883,Guest suite in Minneapolis · 1 bedroom · 1 bed · 1 bath,NA,NA,FALSE,1,Entire home/apt,2,1,200,30
48605134,Rental unit in Minneapolis · ★4.88 · 1 bedroom · 1 bed · 1 bath,100,99,TRUE,13,Entire home/apt,2,1,77,30
50046584,Rental unit in Minneapolis · ★4.75 · 2 bedrooms · 2 beds · 1 bath,100,97,FALSE,7,Entire home/apt,4,2,129,30
710337154977707500,Home in Circle Pines · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,80,63,FALSE,2,Private room,1,1,35,2
1045925527600251e3,Rental unit in Andover · ★New · 1 bedroom · 1 bed · Half-bath,NA,NA,FALSE,1,Private room,2,1,50,30
54084213,Cabin in Annandale · ★5.0 · 5 bedrooms · 6 beds · 3 baths,100,89,TRUE,3,Entire home/apt,10,6,257,2
39794865,Guest suite in Eagan · ★4.98 · 3 bedrooms · 4 beds · 1 bath,100,92,TRUE,1,Entire home/apt,6,4,65,1
997841589068993800,Cabin in Zimmerman · 3 bedrooms · 7 beds · 2 baths,NA,NA,FALSE,1,Entire home/apt,10,7,200,3
813950101394886700,Home in Waterville · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,99,99,FALSE,890,Entire home/apt,8,4,181,2
736956000976001e3,Condo in Minneapolis · ★4.63 · 1 bedroom · 1 bed · 1 bath,100,99,TRUE,18,Entire home/apt,2,1,53,1
38747536,Home in Saint Paul · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,92,73,TRUE,98,Private room,1,1,33,2
18617921,Home in Minneapolis · 2 bedrooms · 2 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,6,2,NA,30
929669344256166400,Home in Woodbury · 1 bedroom · 2 beds · 1 private bath,100,44,FALSE,3,Private room,2,2,60,1
31668957,Rental unit in Saint Paul · ★4.96 · 2 bedrooms · 2 beds · 1 bath,NA,100,TRUE,1,Entire home/apt,4,2,NA,1
8036442,Home in Minneapolis · ★4.76 · 3 bedrooms · 4 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,8,4,NA,30
943642645106257e3,Rental unit in Saint Paul · ★4.80 · 2 bedrooms · 2 beds · 1 bath,100,97,TRUE,3,Entire home/apt,5,2,74,2
21242721,Rental unit in Minneapolis · 3 bedrooms · 6 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,7,6,1000,30
29643495,Guesthouse in Minneapolis · ★5.0 · 1 bedroom · 3 beds · 1 bath,100,100,TRUE,1,Entire home/apt,4,3,225,2
875223435767167900,Home in Minneapolis · ★5.0 · Studio · 1 bed · 1 private bath,100,96,FALSE,2,Private room,2,1,80,2
908671667451164800,Rental unit in Minneapolis · ★4.80 · 1 bedroom · 2 beds · 1 bath,100,86,TRUE,3,Entire home/apt,2,2,70,14
11942016,Home in Victoria · 5 bedrooms · 5 beds · 3.5 baths,NA,NA,FALSE,1,Entire home/apt,10,5,1000,7
896955285362554400,Home in Minneapolis · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,100,100,FALSE,1,Private room,4,1,78,2
593699077257728800,Guest suite in Saint Paul · ★4.82 · 1 bedroom · 1 bed · 1 bath,100,100,TRUE,1,Entire home/apt,2,1,123,3
984815159920357500,Home in Isle · ★5.0 · 4 bedrooms · 9 beds · 3 baths,100,97,FALSE,2,Entire home/apt,14,9,510,2
35634174,Home in Saint Paul · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,92,73,TRUE,98,Private room,1,1,50,2
1024624855013133400,Rental unit in Minneapolis · ★New · 2 bedrooms · 2 beds · 2 baths,100,89,FALSE,2,Entire home/apt,6,2,196,2
40012769,Home in Maple Grove · ★4.95 · 2 bedrooms · 3 beds · 1 private bath,100,53,FALSE,1,Private room,5,3,90,2
1029029205371559200,Home in Minneapolis · ★New · 4 bedrooms · 3 beds · 2 baths,100,100,FALSE,1,Entire home/apt,6,3,300,1
50001746,Cabin in Isanti · ★4.62 · 3 bedrooms · 5 beds · 1.5 baths,NA,67,FALSE,1,Entire home/apt,6,5,308,6
799661,Loft in St Paul · ★4.38 · 1 bedroom · 1 bed · 1 bath,100,50,FALSE,1,Entire home/apt,2,1,84,180
47089491,Cabin in Dalbo · ★4.89 · 2 bedrooms · 2 beds · 1 bath,100,100,TRUE,1,Entire home/apt,4,2,124,2
33429862,Home in Apple Valley · ★4.59 · 1 bedroom · 1 bed · 1 bath,100,97,FALSE,5,Private room,1,1,30,30
940099567450373200,Home in Shakopee · 3 bedrooms · 3 beds · 2 baths,0,11,FALSE,1,Entire home/apt,6,3,NA,2
645102940457392600,Home in Saint Paul · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,100,100,TRUE,4,Private room,2,1,83,5
49551592,Home in Saint Paul · ★4.98 · 3 bedrooms · 4 beds · 2 baths,100,100,TRUE,1,Entire home/apt,6,4,196,3
828495960000107800,Rental unit in Eden Prairie · 2 bedrooms · 2 beds · 2 baths,75,15,FALSE,2,Entire home/apt,4,2,109,3
1020541719648239100,Home in Burnsville · ★New · 1 bedroom · 1 bed · 1 bath,100,NA,FALSE,1,Private room,1,1,49,1
784736338653631700,Home in Saint Paul · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,92,73,TRUE,98,Private room,1,1,29,3
30708559,Home in Minneapolis · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,100,98,TRUE,10,Private room,2,1,194,3
15004933,Rental unit in Minneapolis · ★4.86 · 2 bedrooms · 2 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,4,2,NA,2
883337631055200100,Home in Minneapolis · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,100,86,FALSE,1,Entire home/apt,8,3,276,3
626041344886966100,Cottage in Mound · ★5.0 · 2 bedrooms · 2 beds · 1 bath,100,91,FALSE,7,Entire home/apt,4,2,133,28
1019084358110563700,Home in Minneapolis · ★New · 1 bedroom · 1 bed · 1 bath,100,NA,FALSE,3,Private room,2,1,48,1
1025267331802876700,Home in Inver Grove Heights · ★New · 1 bedroom · 4 beds · 1 bath,100,100,FALSE,2,Private room,4,4,54,1
995724106432971e3,Home in Spring Park · 2 bedrooms · 1 bed · 2 baths,100,50,FALSE,1,Entire home/apt,4,1,100,30
2590405,Home in Minneapolis · ★5.0 · 2 bedrooms · 2 beds · 1 bath,100,100,TRUE,3,Entire home/apt,4,2,204,7
702498987878370300,Home in Minneapolis · ★4.63 · 1 bedroom · 1 bed · 1 private bath,100,98,FALSE,3,Private room,1,1,63,3
1000280391011898600,Rental unit in Saint Paul · ★New · 2 bedrooms · 2 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,3,2,NA,30
829032985048422100,Home in Prescott · ★5.0 · 2 bedrooms · 4 beds · 1.5 baths,100,100,TRUE,1,Entire home/apt,6,4,191,2
22691419,Home in Minneapolis · 2 bedrooms · 4 beds · 2 baths,NA,NA,FALSE,9,Entire home/apt,15,4,990,30
874734025118495100,Home in Minneapolis · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,80,100,TRUE,2,Private room,2,1,68,1
22843641,Home in Minneapolis · ★4.83 · 5 bedrooms · 8 beds · 2 baths,100,99,TRUE,90,Entire home/apt,10,8,295,30
858506832536697500,Home in Saint Paul · ★4.94 · 1 bedroom · 1 bed · 1 bath,100,75,FALSE,1,Entire home/apt,2,1,68,1
30530415,Home in Hager City · ★4.77 · 4 bedrooms · 12 beds · 2.5 baths,100,44,FALSE,1,Entire home/apt,16,12,664,2
711727733214706800,Rental unit in Isle · ★5.0 · 1 bedroom · 2 beds · 1 bath,100,100,TRUE,3,Entire home/apt,3,2,114,2
53069284,Rental unit in Minneapolis · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,100,100,FALSE,13,Private room,2,1,32,2
776750421797732500,Home in Spring Lake Park · 1 bedroom · 1 bed · 1 private bath,100,83,TRUE,4,Private room,2,1,50,3
51557224,Rental unit in Bloomington · ★2.0 · 1 bedroom · 1 bed · 1 bath,0,33,FALSE,1,Entire home/apt,2,1,45,1
697236,Home in Minneapolis · ★4.55 · 1 bedroom · 1 bed,0,14,FALSE,1,Private room,2,1,40,1
19382514,Cottage in Independence · ★5.0 · 4 bedrooms · 9 beds · 2.5 baths,100,100,TRUE,1,Entire home/apt,14,9,321,2
27540098,Home in Bayport · ★4.93 · 3 bedrooms · 3 beds · 2.5 baths,100,92,FALSE,1,Entire home/apt,6,3,800,2
978366707886578800,Home in Minneapolis · 2 bedrooms · 10 beds · 2 baths,100,100,FALSE,1,Entire home/apt,10,10,219,2
740647428447070800,Guest suite in Saint Paul · ★5.0 · 1 bedroom · 1 bed · 1 bath,100,96,FALSE,2,Entire home/apt,4,1,102,2
52185163,Home in Saint Paul · ★4.97 · 2 bedrooms · 2 beds · 1 bath,100,99,FALSE,5,Entire home/apt,4,2,154,3
822432627997302900,Home in Maple Grove · 1 bedroom · 1 bed · 1 private bath,67,67,FALSE,2,Private room,2,1,35,15
8295577,Home in Woodbury · ★4.94 · 1 bedroom · 1 bed · 1 private bath,100,92,TRUE,1,Private room,2,1,55,1
79653320762635e4,Rental unit in Minneapolis · 1 bedroom · 1 bed · 1 shared bath,100,95,FALSE,6,Private room,1,1,40,30
15042255,Home in Saint Paul · ★4.92 · 5 bedrooms · 5 beds · 2.5 baths,100,100,TRUE,2,Entire home/apt,10,5,295,4
48764447,Home in Minneapolis · ★4.67 · 2 bedrooms · 2 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,4,2,NA,30
878535683410921300,Rental unit in Minneapolis · ★4.36 · 2 bedrooms · 2 beds · 1 bath,100,100,FALSE,1,Entire home/apt,6,2,115,5
7618001,Condo in Mound · 1 bedroom · 1 bed · 1 bath,NA,NA,FALSE,1,Entire home/apt,2,1,80,45
986476124785762800,Home in Saint Paul · ★4.50 · 5 bedrooms · 5 beds · 3 baths,100,100,FALSE,1,Entire home/apt,10,5,275,1
22829673,Home in Plymouth · ★4.93 · 7 bedrooms · 12 beds · 7 baths,97,99,FALSE,7,Entire home/apt,16,12,1872,3
623162367836282800,Cottage in Arden Hills · ★4.97 · 3 bedrooms · 4 beds · 2 baths,100,99,TRUE,9,Entire home/apt,8,4,259,1
46398491,Home in Minneapolis · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,100,100,TRUE,2,Entire home/apt,10,6,326,3
22903836,Home in Rush City · ★4.88 · 3 bedrooms · 4 beds · 1.5 baths,100,83,FALSE,1,Entire home/apt,7,4,275,7
51891871,Home in Minneapolis · ★4.93 · 4 bedrooms · 5 beds · 1 bath,100,96,TRUE,1,Entire home/apt,4,5,200,2
628774605527245400,Farm stay in Hudson · ★5.0 · 4 bedrooms · 4 beds · 1 bath,100,99,TRUE,2,Entire home/apt,6,4,249,2
36456027,Home in Minneapolis · ★4.93 · 3 bedrooms · 4 beds · 2 baths,100,100,TRUE,1,Entire home/apt,7,4,159,2
902774912361923800,Home in Minneapolis · ★5.0 · 1 bedroom · 1 bed · 1 bath,100,100,TRUE,1,Entire home/apt,2,1,112,2
31929389,Home in Minneapolis · ★4.74 · 2 bedrooms · 2 beds · 1 bath,100,100,FALSE,1,Entire home/apt,4,2,135,2
849950235049784700,Home in Minneapolis · 3 bedrooms · 7 beds · 2 baths,100,99,TRUE,90,Entire home/apt,7,7,90,30
991520092678193900,Home in Minneapolis · 5 bedrooms · 6 beds · 2 baths,NA,NA,FALSE,3,Entire home/apt,10,6,174,1
822419063487230300,Serviced apartment in Minneapolis · 3 bedrooms · 3 beds · 3 baths,100,95,FALSE,1768,Entire home/apt,6,3,1219,1
3393634,Rental unit in Minneapolis · ★4.55 · 3 bedrooms · 4 beds · 1 bath,100,77,FALSE,2,Entire home/apt,6,4,160,1
53345828,Guest suite in Prescott · ★4.50 · 1 bedroom · 3 beds · 1 bath,100,96,FALSE,1,Entire home/apt,7,3,199,1
29293881,Condo in Minneapolis · 1 bedroom · 4 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,3,4,249,30
52945904,Home in Minneapolis · ★4.86 · 4 bedrooms · 4 beds · 3 baths,100,69,FALSE,2,Entire home/apt,6,4,183,3
1026035768465086e3,Guesthouse in Excelsior · ★New · 1 bedroom · 2 beds · 1 bath,100,NA,FALSE,1,Entire home/apt,4,2,NA,2
50705587,Home in Cambridge · ★4.80 · 4 bedrooms · 6 beds · 1 bath,100,97,TRUE,14,Entire home/apt,7,6,179,2
15110113,Home in Eagan · ★4.93 · 4 bedrooms · 4 beds · 3 baths,100,99,TRUE,1,Entire home/apt,8,4,251,2
14885901,Home in Chaska · 5 bedrooms · 5 beds · 3.5 baths,NA,NA,FALSE,1,Entire home/apt,10,5,1000,6
51004211,Home in Minneapolis · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,100,97,TRUE,4,Private room,1,1,49,1
9302224,Home in Prior Lake · ★4.96 · 6 bedrooms · 7 beds · 4.5 baths,100,89,TRUE,1,Entire home/apt,12,7,553,3
663595294004908400,Home in Minneapolis · ★4.96 · 5 bedrooms · 5 beds · 2 baths,100,94,TRUE,1,Entire home/apt,10,5,459,2
14490809,Townhouse in Minneapolis · ★4.92 · 5 bedrooms · 11 beds · 2.5 baths,100,98,TRUE,5,Entire home/apt,10,11,641,2
1000057836104174100,Rental unit in Lindstrom · ★New · 1 bedroom · 1 bed · 1 bath,100,97,FALSE,6,Entire home/apt,2,1,89,28
842712813499228400,Home in Minneapolis · 3 bedrooms · 4 beds · 2 baths,100,81,TRUE,2,Entire home/apt,6,4,160,28
24894630,Townhouse in Minneapolis · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,100,98,FALSE,3,Private room,1,1,25,3
902970344003191e3,Home in Minneapolis · 1 bedroom · 1 bed · 1 shared bath,100,98,FALSE,3,Private room,1,1,68,2
699981302305566800,Home in Stillwater · ★5.0 · 3 bedrooms · 3 beds · 2 baths,100,100,FALSE,1,Entire home/apt,6,3,300,2
637782108778719700,Townhouse in Elko New Market · 2 bedrooms · 2 beds · 3 baths,67,NA,FALSE,1,Entire home/apt,3,2,68,28
1006460571013462500,Home in Minneapolis · ★5.0 · 3 bedrooms · 6 beds · 3.5 baths,100,100,FALSE,1,Entire home/apt,10,6,297,1
14127784,Home in Chaska · 4 bedrooms · 6 beds · 3 baths,NA,NA,FALSE,1,Entire home/apt,10,6,900,2
52473724,Home in Minneapolis · ★4.96 · 2 bedrooms · 2 beds · 1 bath,100,100,TRUE,1,Entire home/apt,5,2,236,2
33182388,Home in Minneapolis · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,100,83,TRUE,1,Private room,2,1,NA,3
22517058,Home in Fridley · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,75,96,TRUE,1,Private room,2,1,56,1
3820168,Home in Saint Paul · ★4.88 · 5 bedrooms · 8 beds · 3.5 baths,100,83,TRUE,8,Entire home/apt,10,8,295,4
30440839,Townhouse in Bloomington · ★4.67 · 2 bedrooms · 3 beds · 2 baths,100,67,FALSE,1,Entire home/apt,5,3,150,30
592725645644858400,Home in Minneapolis · ★5.0 · 3 bedrooms · 4 beds · 2 baths,100,81,TRUE,2,Entire home/apt,6,4,156,21
38699181,Home in Saint Paul · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,100,94,TRUE,3,Private room,2,1,75,2
